year_built,area,url,price,bedrooms,postal_code,rooms,address,property_type
2008,80,http://www.funda.nl/koop/amsterdam/appartement-49882465-wolbrantskerkweg-185-c-2pp/,229.5,2,1069 CL,3,Wolbrantskerkweg 185 C + 2PP,apartment
2004,200,http://www.funda.nl/koop/amsterdam/huis-49640937-ijburglaan-848/,675.0,3,1087 GE,6,IJburglaan 848,house
1900,145,http://www.funda.nl/koop/amsterdam/appartement-49881118-zacharias-jansestraat-29-hs/,775.0,3,1097 CJ,5,Zacharias Jansestraat 29 hs,apartment
2007,96,http://www.funda.nl/koop/amsterdam/huis-85001516-kerstomaatplantsoen-7/,200.0,3,1104 VE,4,Kerstomaatplantsoen 7,house
1974,90,http://www.funda.nl/koop/amsterdam/huis-49754845-kantershof-552/,179.5,3,1104 HE,4,Kantershof 552,house
2004,137,http://www.funda.nl/koop/amsterdam/appartement-49754368-hugo-de-grootkade-68-a/,575.0,3,1052 LW,4,Hugo de Grootkade 68 A,apartment
2006,133,http://www.funda.nl/koop/amsterdam/huis-85154547-sem-presserhof-123-3-pp/,470.0,3,1087 JE,5,Sem Presserhof 123 + 3 PP,house
1902,28,http://www.funda.nl/koop/amsterdam/appartement-49772991-javastraat-40-iii-a/,159.0,1,1094 HJ,2,Javastraat 40 III A,apartment
1995,167,http://www.funda.nl/koop/amsterdam/huis-49785109-vorselaarstraat-27/,450.0,3,1066 ST,4,Vorselaarstraat 27,house
1925,75,http://www.funda.nl/koop/amsterdam/huis-49881911-zuideinde-312/,240.0,2,1035 PN,3,Zuideinde 312,house
2006,145,http://www.funda.nl/koop/amsterdam/huis-49752351-cor-van-weelehof-1/,399.0,3,1087 GL,5,Cor van Weelehof 1,house
2002,107,http://www.funda.nl/koop/amsterdam/appartement-49786544-rietlandterras-8/,400.0,2,1019 EW,3,Rietlandterras 8,apartment
1961,161,http://www.funda.nl/koop/amsterdam/huis-49882520-oudaen-13/,525.0,5,1081 BA,6,Oudaen 13,house
2011,73,http://www.funda.nl/koop/amsterdam/appartement-49810181-demerarastraat-25/,185.0,2,1102 MZ,3,Demerarastraat 25,apartment
1993,140,http://www.funda.nl/koop/amsterdam/huis-85280319-marchanthof-75/,340.0,4,1067 MG,6,Marchanthof 75,house
1999,90,http://www.funda.nl/koop/amsterdam/appartement-47953486-ladogameerhof-301/,259.0,2,1060 RG,3,Ladogameerhof 301,apartment
1910,374,http://www.funda.nl/koop/amsterdam/huis-85267598-poppendammergouw-32/,2.25,4,1028 AZ,7,Poppendammergouw 32,house
2001,89,http://www.funda.nl/koop/amsterdam/appartement-47197635-fleerde-1/,175.0,1,1102 AV,3,Fleerde 1,apartment
1912,60,http://www.funda.nl/koop/amsterdam/appartement-49897307-kuipersstraat-158-huis/,320.0,2,1073 EV,3,Kuipersstraat 158 huis,apartment
1927,58,http://www.funda.nl/koop/amsterdam/appartement-49892359-hoofdweg-322-ii/,225.0,1,1056 DA,2,Hoofdweg 322 II,apartment
1700,69,http://www.funda.nl/koop/amsterdam/appartement-49807922-herengracht-73-v/,500.0,2,1015 BD,3,Herengracht 73 V,apartment
1913,46,http://www.funda.nl/koop/amsterdam/appartement-49893694-soendastraat-10-ii/,209.0,2,1094 BG,4,Soendastraat 10 II,apartment
2006,106,http://www.funda.nl/koop/amsterdam/appartement-49800907-anna-blamansingel-5/,235.0,2,1102 SR,3,Anna Blamansingel 5,apartment
1906,73,http://www.funda.nl/koop/amsterdam/appartement-49800816-brouwersgracht-899/,495.0,2,1015 GK,3,Brouwersgracht 899,apartment
1887,46,http://www.funda.nl/koop/amsterdam/appartement-49802576-ruyschstraat-17-ii/,239.0,2,1091 BR,3,Ruyschstraat 17 II,apartment
1905,96,http://www.funda.nl/koop/amsterdam/appartement-49801089-vinkenstraat-81-3/,495.0,3,1013 JM,4,Vinkenstraat 81 3,apartment
1928,140,http://www.funda.nl/koop/amsterdam/appartement-49803312-hestiastraat-65-iii-en-iv/,795.0,3,1076 DK,4,Hestiastraat 65 III&IV,apartment
1998,133,http://www.funda.nl/koop/amsterdam/appartement-49816226-hoogte-kadijk-25-a/,585.0,3,1018 BE,4,Hoogte Kadijk 25 A,apartment
2008,93,http://www.funda.nl/koop/amsterdam/appartement-49810303-ijburglaan-417/,292.5,2,1086 ZJ,3,IJburglaan 417,apartment
1906,113,http://www.funda.nl/koop/amsterdam/appartement-49804748-spuistraat-74-e/,510.0,2,1012 TW,3,Spuistraat 74 E,apartment
2000,132,http://www.funda.nl/koop/amsterdam/appartement-49762156-tretjakovlaan-16-pp/,615.0,3,1064 PR,4,Tretjakovlaan 16 PP,apartment
1906,173,http://www.funda.nl/koop/amsterdam/appartement-49797994-singel-324-d/,995.0,3,1016 AE,4,Singel 324 d,apartment
1906,128,http://www.funda.nl/koop/amsterdam/appartement-49810135-sint-willibrordusstraat-9-2hg/,679.0,3,1074 XH,4,Sint Willibrordusstraat 9 2hg,apartment
2011,98,http://www.funda.nl/koop/amsterdam/appartement-49784815-pieter-calandlaan-731/,275.0,2,1069 SC,3,Pieter Calandlaan 731,apartment
1942,23,http://www.funda.nl/koop/amsterdam/appartement-49701825-korte-geuzenstraat-114/,175.0,1,1056 KS,1,Korte Geuzenstraat 114,apartment
1906,53,http://www.funda.nl/koop/amsterdam/appartement-49700099-oude-looiersstraat-85-pp/,345.0,1,1016 VH,2,Oude Looiersstraat 85 +PP,apartment
1926,45,http://www.funda.nl/koop/amsterdam/appartement-49715584-orteliusstraat-195-ii/,225.0,1,1056 NP,2,Orteliusstraat 195 II,apartment
2014,28,http://www.funda.nl/koop/amsterdam/appartement-49887792-welnastraat-453/,155.0,1,1096 GJ,1,Welnastraat 453,apartment
1925,50,http://www.funda.nl/koop/amsterdam/appartement-49888317-rijnstraat-75-3/,275.0,2,1079 GX,3,Rijnstraat 75 3,apartment
2009,93,http://www.funda.nl/koop/amsterdam/appartement-49874855-hoofdweg-943/,360.0,2,1055 SC,3,Hoofdweg 943,apartment
1988,54,http://www.funda.nl/koop/amsterdam/appartement-49872480-goudsbloemstraat-179-b/,269.0,1,1015 JN,2,Goudsbloemstraat 179 -B,apartment
2001,84,http://www.funda.nl/koop/amsterdam/appartement-49703220-esplanade-de-meer-159/,349.0,2,1098 WJ,3,Esplanade de Meer 159,apartment
1894,48,http://www.funda.nl/koop/amsterdam/appartement-49887991-hugo-de-grootkade-46-0/,265.0,1,1052 LV,2,Hugo de Grootkade 46 0,apartment
1906,153,http://www.funda.nl/koop/amsterdam/appartement-49816799-van-eeghenstraat-53-a/,975.0,3,1071 EW,7,Van Eeghenstraat 53 A,apartment
1999,96,http://www.funda.nl/koop/amsterdam/appartement-85274452-bijlmerdreef-920/,179.0,2,1103 DV,3,Bijlmerdreef 920,apartment
1974,110,http://www.funda.nl/koop/amsterdam/appartement-85265444-gouden-leeuw-848/,154.9,3,1103 KT,4,Gouden Leeuw 848,apartment
1916,149,http://www.funda.nl/koop/amsterdam/appartement-49817401-de-lairessestraat-46-iii-iv/,980.0,2,1071 PB,4,De Lairessestraat 46 -III+IV,apartment
1999,98,http://www.funda.nl/koop/amsterdam/appartement-85252255-bijlmerdreef-918/,179.0,2,1103 DV,3,Bijlmerdreef 918,apartment
1927,54,http://www.funda.nl/koop/amsterdam/appartement-49884603-hoofdweg-391-h/,250.0,1,1056 CS,2,Hoofdweg 391 H,apartment
2001,158,http://www.funda.nl/koop/amsterdam/appartement-49889283-bogortuin-227/,689.0,1,1019 PE,2,Bogortuin 227,apartment
2016,180,http://www.funda.nl/koop/amsterdam/appartement-49806923-tweede-oosterparkstraat-209-d/,1.05,3,1092 BK,4,Tweede Oosterparkstraat 209 D,apartment
1956,75,http://www.funda.nl/koop/amsterdam/appartement-49825175-avogadrostraat-5-i/,269.5,2,1098 SN,3,Avogadrostraat 5 I,apartment
1954,81,http://www.funda.nl/koop/amsterdam/appartement-49825242-edisonstraat-22-i/,299.5,1,1098 TB,2,Edisonstraat 22 I,apartment
1720,273,http://www.funda.nl/koop/amsterdam/huis-48266811-lauriergracht-114/,1.695,4,1016 RR,8,Lauriergracht 114,house
1901,53,http://www.funda.nl/koop/amsterdam/appartement-49826788-brederodestraat-30-1/,299.0,2,1054 MV,3,Brederodestraat 30 -1,apartment
1952,282,http://www.funda.nl/koop/amsterdam/huis-49504737-apollolaan-86/,2.85,6,1077 BE,9,Apollolaan 86,house
1989,75,http://www.funda.nl/koop/amsterdam/appartement-49813270-mauritskade-14-e/,300.0,2,1091 GC,3,Mauritskade 14 -E,apartment
1800,101,http://www.funda.nl/koop/amsterdam/appartement-49814573-nieuwezijds-voorburgwal-20-e/,425.0,2,1012 RZ,4,Nieuwezijds Voorburgwal 20 -E,apartment
1896,86,http://www.funda.nl/koop/amsterdam/appartement-49814776-silodam-122/,469.0,1,1013 AS,2,Silodam 122,apartment
2007,137,http://www.funda.nl/koop/amsterdam/huis-47392801-raoul-wallenbergstraat-47/,335.0,4,1102 AX,5,Raoul Wallenbergstraat 47,house
1933,53,http://www.funda.nl/koop/amsterdam/appartement-49825564-woestduinstraat-130-i/,239.0,1,1059 SZ,2,Woestduinstraat 130 I,apartment
1918,120,http://www.funda.nl/koop/amsterdam/appartement-49814264-vrolikstraat-202-2-3/,625.0,4,1092 TT,6,Vrolikstraat 202 -2+3,apartment
2006,225,http://www.funda.nl/koop/amsterdam/huis-47046244-zuiderakerweg-62/,795.0,5,1069 MJ,7,Zuiderakerweg 62,house
2006,130,http://www.funda.nl/koop/amsterdam/huis-47347923-abraham-kuyperplein-28/,339.0,6,1067 DE,7,Abraham Kuyperplein 28,house
1997,100,http://www.funda.nl/koop/amsterdam/huis-48024067-clara-zetkinstraat-50/,240.0,3,1103 DH,4,Clara Zetkinstraat 50,house
2008,337,http://www.funda.nl/koop/amsterdam/huis-48812616-zuiderakerweg-22/,1.495,6,1069 MH,11,Zuiderakerweg 22,house
2002,135,http://www.funda.nl/koop/amsterdam/huis-49484826-samosstraat-38/,375.0,3,1060 TA,4,Samosstraat 38,house
2006,131,http://www.funda.nl/koop/amsterdam/huis-49471754-kraailookstraat-1/,270.0,4,1104 KN,6,Kraailookstraat 1,house
2008,115,http://www.funda.nl/koop/amsterdam/huis-49429770-kwelderweg-14/,315.0,4,1069 VP,5,Kwelderweg 14,house
2007,104,http://www.funda.nl/koop/amsterdam/huis-49449743-arent-janszoon-ernststraat-208/,625.0,3,1082 LT,4,Arent Janszoon Ernststraat 208,house
1850,335,http://www.funda.nl/koop/amsterdam/huis-49541428-kloveniersburgwal-133/,2.795,5,1011 KD,8,Kloveniersburgwal 133,house
1615,681,http://www.funda.nl/koop/amsterdam/huis-49547584-herengracht-56/,4.75,4,1015 BP,11,Herengracht 56,house
2015,187,http://www.funda.nl/koop/amsterdam/huis-49784888-bosrankstraat-21/,700.0,3,1032 LH,7,Bosrankstraat 21,house
1990,159,http://www.funda.nl/koop/amsterdam/huis-49691631-noorderakerweg-26/,595.0,4,1069 LW,8,Noorderakerweg 26,house
1906,195,http://www.funda.nl/koop/amsterdam/appartement-49801790-jacob-van-lennepkade-281-hs/,1.1,4,1054 ZV,5,Jacob van Lennepkade 281 hs,apartment
1987,93,http://www.funda.nl/koop/amsterdam/huis-49810991-jacob-krusestraat-188/,225.0,3,1106 ZL,4,Jacob Krüsestraat 188,house
2006,140,http://www.funda.nl/koop/amsterdam/huis-49861151-pieter-postsingel-212/,345.0,3,1067 DJ,4,Pieter Postsingel 212,house
2010,103,http://www.funda.nl/koop/amsterdam/huis-49864000-ijburglaan-187/,385.0,2,1086 ZJ,3,IJburglaan 187,house
2007,170,http://www.funda.nl/koop/amsterdam/huis-49879320-lisdoddelaan-16/,975.0,3,1087 KA,5,Lisdoddelaan 16,house
1982,80,http://www.funda.nl/koop/amsterdam/appartement-84668160-remmerdenplein-24/,172.5,3,1106 AE,4,Remmerdenplein 24,apartment
1926,88,http://www.funda.nl/koop/amsterdam/appartement-49898203-valentijnkade-59-iii-iv/,439.0,3,1095 JL,4,Valentijnkade 59 III-IV,apartment
1983,53,http://www.funda.nl/koop/amsterdam/appartement-49585308-buitenzagerij-68/,260.0,1,1021 NR,2,Buitenzagerij 68,apartment
1906,241,http://www.funda.nl/koop/amsterdam/huis-49724064-dubbeleworststeeg-2-boven/,1.4,4,1016 AT,5,Dubbeleworststeeg 2 -boven,house
1906,125,http://www.funda.nl/koop/amsterdam/appartement-49761958-krom-boomssloot-59-c-pp/,1.0,2,1011 GS,3,Krom Boomssloot 59 -C+PP,apartment
1995,125,http://www.funda.nl/koop/amsterdam/appartement-49894633-sumatrakade-1303/,565.0,2,1019 RM,3,Sumatrakade 1303,apartment
1935,50,http://www.funda.nl/koop/amsterdam/appartement-49811917-grote-bickersstraat-67-2/,265.0,1,1013 KP,2,Grote Bickersstraat 67 2,apartment
1906,134,http://www.funda.nl/koop/amsterdam/appartement-49753677-brouwersgracht-178-b/,745.0,2,1013 HB,3,Brouwersgracht 178 B,apartment
1931,301,http://www.funda.nl/koop/amsterdam/huis-49731245-olympiakade-11/,2.5,8,1076 XP,11,Olympiakade 11,house
1906,440,http://www.funda.nl/koop/amsterdam/huis-49738534-leidsegracht-78/,3.45,8,1016 CR,12,Leidsegracht 78,house
1939,59,http://www.funda.nl/koop/amsterdam/appartement-49817172-elckerlijcstraat-14-3/,225.0,2,1055 AM,3,Elckerlijcstraat 14 3,apartment
1640,325,http://www.funda.nl/koop/amsterdam/huis-49628103-dubbeleworststeeg-2/,1.95,5,1016 AT,7,Dubbeleworststeeg 2,house
1905,320,http://www.funda.nl/koop/amsterdam/huis-49769122-haarlemmer-houttuinen-61-pp/,1.995,3,1013 GM,6,Haarlemmer Houttuinen 61 - PP,house
1968,80,http://www.funda.nl/koop/amsterdam/appartement-47511322-jisperveldstraat-524/,165.0,2,1024 BA,3,Jisperveldstraat 524,apartment
2000,73,http://www.funda.nl/koop/amsterdam/appartement-85130123-hofgeest-2-b/,149.5,3,1102 EA,4,Hofgeest 2 B,apartment
1998,95,http://www.funda.nl/koop/amsterdam/appartement-85116377-pieter-calandlaan-616/,220.0,2,1060 TV,3,Pieter Calandlaan 616,apartment
2001,102,http://www.funda.nl/koop/amsterdam/appartement-85112451-bijlmerdreef-1222/,189.0,2,1103 JW,3,Bijlmerdreef 1222,apartment
1906,75,http://www.funda.nl/koop/amsterdam/appartement-49585067-oudezijds-voorburgwal-310-a/,525.0,1,1012 GL,2,Oudezijds Voorburgwal 310 A,apartment
1910,102,http://www.funda.nl/koop/amsterdam/appartement-49765193-lijnbaansgracht-148-iii-iv/,595.0,2,1016 VW,3,Lijnbaansgracht 148 -III+IV,apartment
1984,60,http://www.funda.nl/koop/amsterdam/appartement-85192990-charlotte-brontestraat-265/,129.9,1,1102 XD,2,Charlotte Brontéstraat 265,apartment
1906,161,http://www.funda.nl/koop/amsterdam/appartement-49726460-prinsengracht-197-f/,950.0,2,1015 DT,4,Prinsengracht 197 -F,apartment
2007,74,http://www.funda.nl/koop/amsterdam/appartement-85241828-bijlmerdreef-1203/,192.5,2,1103 TX,3,Bijlmerdreef 1203,apartment
1906,168,http://www.funda.nl/koop/amsterdam/appartement-49742260-oudezijds-voorburgwal-247-1-2l/,975.0,2,1012 EZ,4,Oudezijds Voorburgwal 247 1+2L,apartment
1900,128,http://www.funda.nl/koop/amsterdam/appartement-49739963-rozengracht-2-c/,800.0,2,1016 NB,3,Rozengracht 2 C,apartment
1974,122,http://www.funda.nl/koop/amsterdam/appartement-49888429-nachtwachtlaan-315/,335.0,3,1058 EL,5,Nachtwachtlaan 315,apartment
2003,235,http://www.funda.nl/koop/amsterdam/appartement-49888216-ijburglaan-840/,649.0,4,1087 EM,7,IJburglaan 840,apartment
1930,180,http://www.funda.nl/koop/amsterdam/appartement-49888715-corellistraat-3-iii/,925.0,2,1077 HA,4,Corellistraat 3 III,apartment
1911,224,http://www.funda.nl/koop/amsterdam/appartement-49884554-frans-van-mierisstraat-109-2/,1.3,5,1071 RP,6,Frans van Mierisstraat 109 -2,apartment
1906,77,http://www.funda.nl/koop/amsterdam/appartement-85250842-brouwersgracht-11-i/,450.0,2,1015 GA,3,Brouwersgracht 11 I,apartment
1997,62,http://www.funda.nl/koop/amsterdam/appartement-85252157-lange-leidsedwarsstraat-67-c/,335.0,2,1017 NH,3,Lange Leidsedwarsstraat 67 C,apartment
1890,83,http://www.funda.nl/koop/amsterdam/appartement-85022838-tweede-jan-van-der-heijdenstraat-17-iii/,380.0,1,1073 VE,2,Tweede Jan van der Heijdenstraat 17 III,apartment
1886,42,http://www.funda.nl/koop/amsterdam/appartement-85251562-govert-flinckstraat-229-2v/,234.5,1,1073 BW,2,Govert Flinckstraat 229 2V,apartment
1906,50,http://www.funda.nl/koop/amsterdam/appartement-49601896-gravenstraat-3-m/,350.0,1,1012 NL,3,Gravenstraat 3 M,apartment
1906,175,http://www.funda.nl/koop/amsterdam/appartement-49610912-prinsengracht-532-b/,1.25,1,1017 KJ,2,Prinsengracht 532 B,apartment
1725,140,http://www.funda.nl/koop/amsterdam/appartement-49604132-keizersgracht-365-e/,1.0,2,1016 EJ,3,Keizersgracht 365 E,apartment
1985,72,http://www.funda.nl/koop/amsterdam/appartement-85075799-reigersbos-68/,134.9,2,1106 AS,3,Reigersbos 68,apartment
1932,109,http://www.funda.nl/koop/amsterdam/appartement-85088893-lijnbaansgracht-267-3/,649.0,2,1017 RL,3,Lijnbaansgracht 267 3,apartment
1968,63,http://www.funda.nl/koop/amsterdam/appartement-85096511-hoogoord-27/,107.5,1,1102 CB,2,Hoogoord 27,apartment
2000,70,http://www.funda.nl/koop/amsterdam/appartement-49753514-wildeman-93-pp/,185.0,2,1068 SL,3,Wildeman 93 +PP,apartment
1983,42,http://www.funda.nl/koop/amsterdam/appartement-85117244-dostojevskisingel-327/,109.0,1,1102 XM,2,Dostojevskisingel 327,apartment
1906,60,http://www.funda.nl/koop/amsterdam/appartement-49792979-elandsgracht-19-2/,350.0,1,1016 TM,2,Elandsgracht 19 -2,apartment
1921,233,http://www.funda.nl/koop/amsterdam/appartement-49704993-nieuwendammerdijk-437-e/,895.0,4,1023 BM,5,Nieuwendammerdijk 437 E,apartment
1906,63,http://www.funda.nl/koop/amsterdam/appartement-49737215-nieuwezijds-voorburgwal-308-k/,365.0,1,1012 RV,2,Nieuwezijds Voorburgwal 308 K,apartment
1906,172,http://www.funda.nl/koop/amsterdam/appartement-49739451-lauriergracht-30-iii/,925.0,1,1016 RL,2,Lauriergracht 30 III,apartment
1958,75,http://www.funda.nl/koop/amsterdam/appartement-49814275-van-mourik-broekmanstraat-16-iii/,198.0,2,1065 EX,3,Van Mourik Broekmanstraat 16 III,apartment
1976,85,http://www.funda.nl/koop/amsterdam/appartement-49817327-ravenwerf-26/,385.0,3,1018 HV,4,Ravenwerf 26,apartment
1996,73,http://www.funda.nl/koop/amsterdam/appartement-49825671-vrolikstraat-28-b/,340.0,2,1091 VG,3,Vrolikstraat 28 B,apartment
1930,54,http://www.funda.nl/koop/amsterdam/appartement-49817817-bonairestraat-80-hs/,300.0,1,1058 XL,2,Bonairestraat 80 hs,apartment
1700,96,http://www.funda.nl/koop/amsterdam/appartement-49814289-keizersgracht-644-9e/,475.0,1,1017 ES,3,Keizersgracht 644 9E,apartment
1930,39,http://www.funda.nl/koop/amsterdam/appartement-49819028-kraijenhoffstraat-30-ii/,200.0,1,1018 RL,2,Kraijenhoffstraat 30 II,apartment
2008,97,http://www.funda.nl/koop/amsterdam/appartement-49682132-rengerskerkestraat-14/,225.0,2,1069 HV,3,Rengerskerkestraat 14,apartment
1985,85,http://www.funda.nl/koop/amsterdam/appartement-49589883-boeninlaan-25/,174.95,3,1102 TH,4,Boeninlaan 25,apartment
2001,87,http://www.funda.nl/koop/amsterdam/appartement-49543748-van-der-palmkade-112/,435.0,2,1051 RH,3,Van der Palmkade 112,apartment
1983,60,http://www.funda.nl/koop/amsterdam/appartement-49672949-wamelplein-173/,115.0,1,1106 DT,2,Wamelplein 173,apartment
1900,130,http://www.funda.nl/koop/amsterdam/appartement-49627678-tweede-jacob-van-campenstraat-120-hs/,749.0,3,1073 XX,4,Tweede Jacob van Campenstraat 120 hs,apartment
1955,63,http://www.funda.nl/koop/amsterdam/appartement-49669656-stentorstraat-83-i/,159.95,3,1035 XE,4,Stentorstraat 83 I,apartment
1998,169,http://www.funda.nl/koop/amsterdam/appartement-49689131-singel-455-e/,1.75,1,1012 WP,2,Singel 455 E,apartment
2011,124,http://www.funda.nl/koop/amsterdam/huis-49817034-wijmarkthof-6/,335.0,3,1069 WC,4,Wijmarkthof 6,house
1906,379,http://www.funda.nl/koop/amsterdam/huis-49803167-sarphatistraat-72/,1.4,7,1018 GR,12,Sarphatistraat 72,house
1998,139,http://www.funda.nl/koop/amsterdam/huis-49816743-cjk-van-aalststraat-79/,595.0,3,1019 JX,4,C.J.K. van Aalststraat 79,house
1906,373,http://www.funda.nl/koop/amsterdam/huis-49892580-johannes-vermeerstraat-41/,3.5,8,1071 DL,11,Johannes Vermeerstraat 41,house
1990,105,http://www.funda.nl/koop/amsterdam/huis-49816961-ljm-beelstraat-26/,300.0,4,1067 WJ,5,L.J.M. Beelstraat 26,house
1987,103,http://www.funda.nl/koop/amsterdam/huis-49777305-jelle-posthumapad-103/,235.0,3,1106 ZP,5,Jelle Posthumapad 103,house
1981,118,http://www.funda.nl/koop/amsterdam/huis-49812656-maldenhof-117/,225.0,4,1106 ED,5,Maldenhof 117,house
2007,241,http://www.funda.nl/koop/amsterdam/huis-49814203-lisdoddelaan-64/,1.29,4,1087 KA,7,Lisdoddelaan 64,house
1937,160,http://www.funda.nl/koop/amsterdam/huis-49793435-nieuwendammerdijk-393/,650.0,4,1023 BL,6,Nieuwendammerdijk 393,house
1996,110,http://www.funda.nl/koop/amsterdam/huis-49755732-denderhof-13/,299.0,2,1066 WS,4,Denderhof 13,house
2009,154,http://www.funda.nl/koop/amsterdam/huis-49768242-emmy-andriessestraat-440/,475.0,5,1087 LS,6,Emmy Andriessestraat 440,house
1995,120,http://www.funda.nl/koop/amsterdam/huis-49757345-schaarbeekstraat-42/,300.0,2,1066 WH,4,Schaarbeekstraat 42,house
1923,56,http://www.funda.nl/koop/amsterdam/huis-49703755-marsstraat-1/,190.0,2,1033 VP,4,Marsstraat 1,house
1993,105,http://www.funda.nl/koop/amsterdam/huis-49715810-buiksloterbreek-113/,465.0,4,1034 XE,5,Buiksloterbreek 113,house
1936,208,http://www.funda.nl/koop/amsterdam/huis-49716159-stadionkade-111-a/,1.25,4,1076 BN,5,Stadionkade 111 A,house
2013,176,http://www.funda.nl/koop/amsterdam/huis-49725540-kees-schererhof-11/,699.0,4,1087 NG,5,Kees Schererhof 11,house
2010,128,http://www.funda.nl/koop/amsterdam/huis-49722321-haringbuisdijk-22/,500.0,3,1086 VA,5,Haringbuisdijk 22,house
1998,145,http://www.funda.nl/koop/amsterdam/huis-49744790-pennyhof-21/,375.0,3,1060 SM,4,Pennyhof 21,house
1918,103,http://www.funda.nl/koop/amsterdam/huis-49722233-zuideinde-419/,389.0,3,1035 PG,4,Zuideinde 419,house
1981,106,http://www.funda.nl/koop/amsterdam/huis-49748630-maldenhof-47/,245.0,4,1106 EB,5,Maldenhof 47,house
1910,89,http://www.funda.nl/koop/amsterdam/huis-49855330-oostzanerdijk-75-77/,350.0,2,1033 AB,4,Oostzanerdijk 75 -77,house
2006,120,http://www.funda.nl/koop/amsterdam/huis-49855444-john-napierstraat-20/,400.0,4,1086 ZS,5,John Napierstraat 20,house
1992,100,http://www.funda.nl/koop/amsterdam/huis-49868016-herentalsstraat-60/,269.0,3,1066 NL,4,Herentalsstraat 60,house
2008,165,http://www.funda.nl/koop/amsterdam/huis-49870058-henri-berssenbruggehof-19/,625.0,3,1087 DA,6,Henri Berssenbruggehof 19,house
